order_id,gender_category,product_line,product_name,size,units_sold,price,discount_applied,revenue,order_date,sales_channel,region,profit
4287,Kids,Lifestyle,Waffle One,6,0.0,5619.815833333333,0,0.0,2025-06-08,Retail,Kolkata,-157.55
4292,Men,Training,ZoomX Invincible,3,2.0,6594.948909090909,0.23,0.0,2024-11-24,Online,Delhi,1328.75
4293,Women,Basketball,Kyrie Flytrap,4,0.0,5620.632222222222,0,0.0,2025-03-20,Retail,Delhi,635.45
4295,Women,Basketball,Air Jordan,10,4.0,4469.12,0,0.0,2025-03-15,Retail,Mumbai,-1033.41
4296,Women,Lifestyle,Waffle One,7,3.0,4121.58,0,0.0,2025-03-15,Online,Mumbai,3702.74
4309,Women,Training,Metcon 7,2,0.0,6019.014594594595,0.12,0.0,2025-06-18,Online,Pune,-9.44
4310,Kids,Basketball,Zoom Freak,4,0.0,9745.69,0.16,0.0,2025-06-17,Retail,Delhi,138.5
4311,Men,Training,SuperRep Go,3,3.0,5628.213958333334,0.46,0.0,2023-08-16,Retail,Bangalore,2595.51
4315,Women,Lifestyle,Dunk Low,2,4.0,4080.51,0,0.0,2024-03-04,Retail,Pune,3322.21
4318,Women,Basketball,Kyrie Flytrap,11,-1.0,5620.632222222222,0,0.0,2024-10-16,Retail,Kolkata,883.91
2027,Men,Training,SuperRep Go,3,0.0,5628.213958333334,0.08,0.0,2024-11-14,Retail,Kolkata,126.1
4324,Women,Soccer,Tiempo Legend,7,0.0,5638.320256410257,0,0.0,2024-10-26,Retail,Mumbai,920.34
4326,Women,Lifestyle,Air Force 1,4,0.0,9604.84,0.31,0.0,2024-06-06,Retail,Delhi,-143.11
2003,Men,Lifestyle,Blazer Mid,2,3.0,5995.4456451612905,0.36,0.0,2024-08-16,Retail,Delhi,1884.04
4330,Kids,Lifestyle,Air Force 1,2,1.0,4087.76,0,0.0,2025-07-17,Retail,Bangalore,-831.23
4336,Men,Soccer,Phantom GT,4,-1.0,7120.57,0.09,-6479.72,2025-06-30,Retail,Pune,1916.22
4347,Men,Lifestyle,Dunk Low,12,-1.0,9440.95,0,0.0,2025-03-10,Retail,Hyderabad,2945.56
4350,Men,Soccer,Phantom GT,2,0.0,6263.1849999999995,0,0.0,2024-05-30,Online,Delhi,2515.85
4351,Men,Soccer,Mercurial Superfly,2,0.0,6274.248378378378,0,0.0,2024-08-19,Online,Pune,3303.1
4352,Men,Running,Pegasus Turbo,9,-1.0,9332.64,0.57,-4013.04,2025-01-10,Retail,Kolkata,-238.9
4353,Men,Soccer,Premier III,2,-1.0,5879.875,0,0.0,2025-01-10,Retail,Bangalore,1665.83
4356,Men,Soccer,Phantom GT,2,1.0,9557.32,0,0.0,2025-03-08,Online,Delhi,1465.63
4358,Kids,Basketball,LeBron 20,4,2.0,6092.007142857143,0.43,0.0,2024-10-18,Online,Mumbai,2538.97
4363,Kids,Basketball,Air Jordan,3,2.0,6064.126491228069,0.75,0.0,2024-11-24,Online,Delhi,-1071.83
4368,Women,Soccer,Tiempo Legend,2,3.0,5481.64,1.18,-2960.09,2024-10-12,Retail,Delhi,2234.28
4370,Women,Running,Pegasus Turbo,3,2.0,5046.05,0.38,6257.1,2024-10-13,Retail,Mumbai,2530.73
4371,Men,Lifestyle,Blazer Mid,7,0.0,2042.87,1.25,0.0,2024-11-22,Retail,Hyderabad,510.02
4374,Women,Basketball,Zoom Freak,4,3.0,6748.174761904761,0,0.0,2024-11-19,Retail,Pune,-1129.38
4375,Women,Training,ZoomX Invincible,3,-1.0,6594.948909090909,0.45,0.0,2025-06-12,Online,Kolkata,-693.38
4379,Women,Lifestyle,Air Force 1,9,3.0,6194.755901639345,0,0.0,2024-08-29,Online,Hyderabad,974.37
4380,Men,Soccer,Phantom GT,2,1.0,6263.1849999999995,0.57,0.0,2024-08-29,Online,Pune,3456.67
4389,Women,Basketball,Zoom Freak,2,0.0,9304.56,0,0.0,2025-07-06,Online,Kolkata,2773.13
4395,Kids,Running,Air Zoom,2,2.0,5282.31,0,0.0,2025-04-20,Online,Mumbai,3365.61
4397,Men,Running,React Infinity,9,-1.0,6447.061224489796,0,0.0,2025-05-08,Retail,Delhi,-671.54
4398,Men,Soccer,Premier III,4,2.0,5879.875,0,0.0,2024-06-29,Online,Delhi,1971.9
4400,Women,Lifestyle,Air Force 1,2,4.0,7798.57,0.28,22459.88,2025-05-27,Retail,Kolkata,1334.4
4403,Kids,Basketball,Kyrie Flytrap,3,0.0,3086.75,0,0.0,2024-08-27,Online,Pune,-681.62
4405,Women,Training,Flex Trainer,4,-1.0,5957.5976190476185,1.24,0.0,2025-02-24,Retail,Pune,3373.28
4408,Kids,Training,Metcon 7,4,1.0,3409.83,0,0.0,2025-02-01,Online,Bangalore,1822.0
4410,Men,Basketball,Kyrie Flytrap,4,-1.0,5967.57,1.1,596.76,2024-01-26,Retail,Mumbai,-1011.68
4412,Kids,Lifestyle,Blazer Mid,4,1.0,5995.4456451612905,0,0.0,2025-05-25,Online,Kolkata,3452.75
4418,Women,Training,Metcon 7,4,2.0,3139.93,0.46,3391.12,2025-06-07,Online,Kolkata,3548.13
4420,Women,Lifestyle,Blazer Mid,3,4.0,4904.79,1.19,-3727.64,2023-11-08,Retail,Pune,2633.82
4423,Men,Running,Free RN,6,1.0,5381.5,0,0.0,2025-01-03,Retail,Pune,57.84
4425,Women,Running,Air Zoom,3,0.0,4034.25,0,0.0,2023-09-04,Retail,Delhi,363.8
4426,Men,Lifestyle,Blazer Mid,2,1.0,5995.4456451612905,0,0.0,2024-12-02,Online,Pune,2133.39
4429,Kids,Soccer,Premier III,4,2.0,5879.875,0.49,0.0,2025-01-18,Retail,Kolkata,3905.15
4430,Kids,Basketball,Kyrie Flytrap,3,2.0,5620.632222222222,0.15,0.0,2025-05-16,Retail,Bangalore,3590.87
4433,Men,Soccer,Phantom GT,2,4.0,4840.5,0,0.0,2025-06-06,Retail,Hyderabad,3226.65
4434,Men,Basketball,Zoom Freak,3,3.0,3844.82,0,0.0,2025-02-09,Online,Hyderabad,-289.83
4436,Men,Training,SuperRep Go,2,4.0,2720.7,0,0.0,2025-04-08,Online,Pune,-818.53
4437,Men,Basketball,Kyrie Flytrap,4,2.0,5620.632222222222,0,0.0,2023-11-25,Retail,Hyderabad,3972.33
4441,Kids,Soccer,Premier III,3,3.0,5879.875,0,0.0,2024-05-05,Retail,Kolkata,2036.39
4443,Men,Lifestyle,Dunk Low,9,3.0,7953.0,1.21,-5010.39,2025-05-12,Retail,Hyderabad,-665.22
4444,Men,Running,React Infinity,7,4.0,6447.061224489796,0.36,0.0,2024-10-04,Online,Kolkata,243.39
4445,Women,Training,Metcon 7,4,1.0,5915.27,0.12,5205.44,2024-12-15,Retail,Mumbai,3456.95
4446,Men,Soccer,Mercurial Superfly,2,2.0,3469.31,0.28,4995.81,2025-01-26,Retail,Pune,2671.58
4447,Kids,Running,Free RN,4,0.0,6094.6030612244895,0,0.0,2024-12-12,Retail,Delhi,1574.91
2030,Women,Basketball,Air Jordan,11,2.0,6064.126491228069,0,0.0,2025-06-10,Retail,Mumbai,2717.93
4449,Men,Lifestyle,Air Force 1,9,0.0,5053.29,0,0.0,2025-02-24,Retail,Kolkata,3206.34
4452,Women,Lifestyle,Blazer Mid,2,1.0,5995.4456451612905,0,0.0,2025-04-27,Online,Bangalore,-86.63
4453,Men,Training,Flex Trainer,4,1.0,5957.5976190476185,0,0.0,2025-05-26,Retail,Bangalore,2814.75
4455,Women,Basketball,Kyrie Flytrap,12,3.0,8629.75,0,0.0,2025-01-02,Online,Mumbai,2417.15
4456,Women,Basketball,Kyrie Flytrap,4,1.0,5620.632222222222,0.32,0.0,2023-12-16,Retail,Hyderabad,450.51
2019,Men,Lifestyle,Air Force 1,3,-1.0,2452.52,0.12,-2158.22,2024-07-26,Retail,Hyderabad,-1199.45
4460,Women,Soccer,Tiempo Legend,2,-1.0,9682.2,0,0.0,2024-10-28,Online,Hyderabad,570.42
4463,Men,Soccer,Premier III,11,3.0,8317.53,0.6,9981.04,2025-06-07,Retail,Pune,1821.65
4468,Men,Soccer,Premier III,4,3.0,6077.13,1.13,-2370.08,2023-11-27,Online,Mumbai,3173.31
4482,Kids,Soccer,Phantom GT,3,2.0,6263.1849999999995,0,0.0,2024-07-16,Online,Mumbai,-742.03
4484,Men,Basketball,Air Jordan,11,3.0,5981.92,0.8,3589.15,2024-12-12,Retail,Hyderabad,-751.05
4488,Women,Training,Flex Trainer,8,2.0,5957.5976190476185,0,0.0,2024-12-16,Retail,Pune,3045.38
4489,Kids,Lifestyle,Blazer Mid,9,3.0,5995.4456451612905,1.15,0.0,2025-04-02,Retail,Bangalore,1890.99
4490,Women,Training,Metcon 7,3,0.0,6019.014594594595,0,0.0,2025-02-23,Online,Kolkata,-1173.84
4491,Women,Running,Pegasus Turbo,2,0.0,6047.902291666666,0,0.0,2025-02-23,Online,Kolkata,3066.85
4493,Women,Lifestyle,Blazer Mid,4,4.0,5995.4456451612905,0,0.0,2024-10-04,Online,Mumbai,321.24
4495,Kids,Basketball,Kyrie Flytrap,4,3.0,5620.632222222222,0,0.0,2025-05-14,Online,Pune,2.97
4496,Men,Basketball,Kyrie Flytrap,3,-1.0,5620.632222222222,0,0.0,2025-05-14,Online,Hyderabad,-487.36
